ocean,name,date,time,rating,lat,long,wind_speed,pressure
AL072006,           FLORECE,20060907,1800, TS,20.3,54.3,40,1002
AL072006,           FLORECE,20060908,0, TS,20.9,55.7,40,1002
AL072006,           FLORECE,20060908,600, TS,21.5,57.1,40,1002
AL072006,           FLORECE,20060908,1200, TS,21.7,58.8,40,1002
AL072006,           FLORECE,20060908,1800, TS,21.9,60.1,45,1000
AL072006,           FLORECE,20060909,0, TS,22.7,61,50,997
AL072006,           FLORECE,20060909,600, TS,23.8,62.3,50,993
AL072006,           FLORECE,20060909,1200, TS,24.4,63.2,50,992
AL072006,           FLORECE,20060909,1800, TS,25.1,64,50,991
AL072006,           FLORECE,20060910,0, TS,26.2,64.6,60,987
AL072006,           FLORECE,20060910,600, HU,27.1,65.3,70,980
AL072006,           FLORECE,20060910,1200, HU,28.1,65.9,75,978
AL072006,           FLORECE,20060910,1800, HU,29.3,66.1,80,976
AL072006,           FLORECE,20060911,0, HU,30.4,66.2,80,975
AL072006,           FLORECE,20060911,600, HU,31.3,66.2,70,977
AL072006,           FLORECE,20060911,1200, HU,32.4,65.7,75,974
AL072006,           FLORECE,20060911,1800, HU,33.6,65,75,974
AL072006,           FLORECE,20060912,0, HU,34.9,64.1,70,975
AL072006,           FLORECE,20060912,600, HU,36.3,63.2,65,976
AL072006,           FLORECE,20060912,1200, HU,37.4,61.9,65,976
AL072006,           FLORECE,20060912,1800, HU,38.5,60.2,65,977
AL072006,           FLORECE,20060913,0, EX,40.6,57.9,70,978
AL072006,           FLORECE,20060913,600, EX,43.1,56.3,70,972
AL072006,           FLORECE,20060913,1200, EX,45.5,55.6,70,967
AL072006,           FLORECE,20060913,1800, EX,46.4,54,70,963
AL072006,           FLORECE,20060914,0, EX,47.6,51.3,65,965
AL072006,           FLORECE,20060914,600, EX,48.6,48.3,60,967
AL072006,           FLORECE,20060914,1200, EX,49.2,45.2,55,970
AL072006,           FLORECE,20060914,1800, EX,49.8,42.6,50,976
AL072006,           FLORECE,20060915,0, EX,50,39.6,45,981
AL072006,           FLORECE,20060915,600, EX,49.7,35.8,45,982
AL072006,           FLORECE,20060915,1200, EX,49.5,31.7,45,984
AL072006,           FLORECE,20060915,1800, EX,49.8,27.5,40,986
AL072006,           FLORECE,20060916,0, EX,50.6,23.9,40,987
AL072006,           FLORECE,20060916,600, EX,52.5,21,40,987
AL072006,           FLORECE,20060916,1200, EX,54.6,20.5,40,985
AL072006,           FLORECE,20060916,1800, EX,56.6,20.5,40,983
AL072006,           FLORECE,20060917,0, EX,58.2,20.5,40,980
AL072006,           FLORECE,20060917,600, EX,59.6,20.6,40,980
AL072006,           FLORECE,20060917,1200, EX,60.9,21.2,40,979
AL072006,           FLORECE,20060917,1800, EX,62,22.5,45,978
AL072006,           FLORECE,20060918,0, EX,62.6,24.5,50,976
AL072006,           FLORECE,20060918,600, EX,63,26.5,50,977
AL072006,           FLORECE,20060918,1200, EX,63,29,50,978
AL072006,           FLORECE,20060918,1800, EX,63,31.4,50,979
AL072006,           FLORECE,20060919,0, EX,62,34,50,982
AL082006,             GORDO,20060910,1800, TD,20.2,53.8,25,1012
AL082006,             GORDO,20060911,0, TD,20.3,54.5,30,1011
AL082006,             GORDO,20060911,600, TD,20.6,55.3,30,1010
AL082006,             GORDO,20060911,1200, TS,20.9,56.3,35,1008
AL082006,             GORDO,20060911,1800, TS,21.4,57.1,40,1005
AL082006,             GORDO,20060912,0, TS,21.8,57.6,50,1003
AL082006,             GORDO,20060912,600, TS,22.3,58,50,1000
AL082006,             GORDO,20060912,1200, TS,22.8,58.2,50,998
AL082006,             GORDO,20060912,1800, TS,23.4,58.2,55,994
AL082006,             GORDO,20060913,0, HU,24,58.1,65,987
AL082006,             GORDO,20060913,600, HU,24.7,58,70,984
AL082006,             GORDO,20060913,1200, HU,25.6,57.9,80,980
AL082006,             GORDO,20060913,1800, HU,26.5,57.7,95,965
AL082006,             GORDO,20060914,0, HU,27.3,57.4,105,955
AL082006,             GORDO,20060914,600, HU,28.2,56.8,105,956
AL082006,             GORDO,20060914,1200, HU,29.1,56.2,105,956
AL082006,             GORDO,20060914,1800, HU,29.8,55.4,105,958
AL082006,             GORDO,20060915,0, HU,30.3,54.6,100,960
AL082006,             GORDO,20060915,600, HU,30.8,53.8,95,965
AL082006,             GORDO,20060915,1200, HU,31.1,53.5,85,973
AL082006,             GORDO,20060915,1800, HU,31.1,53.5,80,976
AL082006,             GORDO,20060916,0, HU,31.1,53.5,75,980
AL082006,             GORDO,20060916,600, HU,31.2,53.6,70,983
AL082006,             GORDO,20060916,1200, HU,31.3,53.8,65,987
AL082006,             GORDO,20060916,1800, HU,31.5,53.9,65,987
AL082006,             GORDO,20060917,0, HU,31.9,53.8,65,987
AL082006,             GORDO,20060917,600, HU,32.4,53.7,65,987
AL082006,             GORDO,20060917,1200, HU,33.3,53.3,70,983
AL082006,             GORDO,20060917,1800, HU,34.1,52.9,70,983
AL082006,             GORDO,20060918,0, HU,35,52.1,75,981
AL082006,             GORDO,20060918,600, HU,36.1,50.6,75,979
AL082006,             GORDO,20060918,1200, HU,36.9,48.7,80,976
AL082006,             GORDO,20060918,1800, HU,37.5,46.3,85,972
AL082006,             GORDO,20060919,0, HU,38,43.3,85,972
AL082006,             GORDO,20060919,600, HU,38.1,40.2,90,970
AL082006,             GORDO,20060919,1200, HU,38,37,80,977
AL082006,             GORDO,20060919,1800, HU,37.8,33.5,75,979
AL082006,             GORDO,20060920,0, HU,37.7,29.9,70,980
AL082006,             GORDO,20060920,600, HU,37.6,26.1,70,980
AL082006,             GORDO,20060920,1200, HU,37.8,22.6,65,983
AL082006,             GORDO,20060920,1800, HU,38.5,18.5,65,983
AL082006,             GORDO,20060921,0, EX,40.1,14,60,984
AL082006,             GORDO,20060921,600, EX,43.8,10.4,55,986
AL082006,             GORDO,20060921,1200, EX,48.5,9,55,982
AL082006,             GORDO,20060921,1800, EX,52.5,9.5,55,978
AL082006,             GORDO,20060922,0, EX,54.5,10.5,60,975
AL082006,             GORDO,20060922,600, EX,57,14,65,974
AL082006,             GORDO,20060922,1200, EX,56.5,18.5,55,976
AL082006,             GORDO,20060922,1800, EX,56,19.5,45,980
AL082006,             GORDO,20060923,0, EX,54.5,20,45,982
AL082006,             GORDO,20060923,600, EX,52.5,20,40,986
AL082006,             GORDO,20060923,1200, EX,50.7,17.7,35,993
AL082006,             GORDO,20060923,1800, EX,49,14.5,35,994
AL082006,             GORDO,20060924,0, EX,48,10,30,995
AL082006,             GORDO,20060924,600, EX,48.5,8.5,30,996
AL082006,             GORDO,20060924,1200, EX,49,8,30,998
AL082006,             GORDO,20060924,1800, EX,50.5,7.5,25,1001
AL092006,             HELEE,20060912,1200, TD,11.9,22,25,1007
AL092006,             HELEE,20060912,1800, TD,11.9,23.2,30,1007
AL092006,             HELEE,20060913,0, TD,11.9,24.6,30,1007
AL092006,             HELEE,20060913,600, TD,12,26.1,30,1007
AL092006,             HELEE,20060913,1200, TD,12.2,28,30,1007
AL092006,             HELEE,20060913,1800, TD,12.5,30,30,1006
AL092006,             HELEE,20060914,0, TS,12.9,31.9,35,1005
AL092006,             HELEE,20060914,600, TS,13.2,33.8,35,1005
AL092006,             HELEE,20060914,1200, TS,13.6,35.6,40,1003
AL092006,             HELEE,20060914,1800, TS,14,37,40,1003
AL092006,             HELEE,20060915,0, TS,14.4,38.3,40,1002
AL092006,             HELEE,20060915,600, TS,14.8,39.6,45,1000
AL092006,             HELEE,20060915,1200, TS,15.5,40.8,50,997
AL092006,             HELEE,20060915,1800, TS,16.2,42.1,55,995
AL092006,             HELEE,20060916,0, TS,17,43.3,60,992
AL092006,             HELEE,20060916,600, TS,17.7,44.3,60,990
AL092006,             HELEE,20060916,1200, HU,18.4,45.3,65,987
AL092006,             HELEE,20060916,1800, HU,18.9,46.2,65,986
AL092006,             HELEE,20060917,0, HU,19.4,47.1,70,983
AL092006,             HELEE,20060917,600, HU,19.9,47.9,75,979
AL092006,             HELEE,20060917,1200, HU,20.3,48.4,80,976
AL092006,             HELEE,20060917,1800, HU,20.8,48.8,90,970
AL092006,             HELEE,20060918,0, HU,21.4,49.1,100,962
AL092006,             HELEE,20060918,600, HU,22,49.4,105,955
AL092006,             HELEE,20060918,1200, HU,22.7,49.7,105,958
AL092006,             HELEE,20060918,1800, HU,23.6,50.4,95,962
AL092006,             HELEE,20060919,0, HU,24,51,95,962
AL092006,             HELEE,20060919,600, HU,24.3,51.7,95,960
AL092006,             HELEE,20060919,1200, HU,24.4,52.5,95,958
AL092006,             HELEE,20060919,1800, HU,24.4,53.5,90,956
AL092006,             HELEE,20060920,0, HU,24.5,54.4,90,958
AL092006,             HELEE,20060920,600, HU,24.9,55.2,90,958
AL092006,             HELEE,20060920,1200, HU,25.4,56,90,959
AL092006,             HELEE,20060920,1800, HU,25.9,56.7,80,960
AL092006,             HELEE,20060921,0, HU,26.8,57,80,962
AL092006,             HELEE,20060921,600, HU,27.8,57,75,964
AL092006,             HELEE,20060921,1200, HU,29,57,75,968
AL092006,             HELEE,20060921,1800, HU,30.2,57,75,970
AL092006,             HELEE,20060922,0, HU,31.4,56.6,75,970
AL092006,             HELEE,20060922,600, HU,32.5,55.9,70,970
AL092006,             HELEE,20060922,1200, HU,33.6,55.1,70,970
AL092006,             HELEE,20060922,1800, HU,34.9,53.7,70,968
AL092006,             HELEE,20060923,0, HU,35.7,51.7,75,964
AL092006,             HELEE,20060923,600, HU,36.4,49.6,80,962
AL092006,             HELEE,20060923,1200, HU,37.1,47.5,80,962
AL092006,             HELEE,20060923,1800, HU,37.7,45.4,75,963
AL092006,             HELEE,20060924,0, HU,38.6,43.2,70,964
AL092006,             HELEE,20060924,600, HU,39.5,40.9,65,964
AL092006,             HELEE,20060924,1200, HU,40.6,38.2,65,964
AL092006,             HELEE,20060924,1800, EX,42,35.9,65,964
AL092006,             HELEE,20060925,0, EX,43.2,34.7,65,964
AL092006,             HELEE,20060925,600, EX,44.1,33.3,65,966
AL092006,             HELEE,20060925,1200, EX,44.7,31.7,60,968
AL092006,             HELEE,20060925,1800, EX,44.9,29.8,55,972
AL092006,             HELEE,20060926,0, EX,45,27.6,50,977
AL092006,             HELEE,20060926,600, EX,45.5,25.2,50,980
AL092006,             HELEE,20060926,1200, EX,46,22.7,50,984
AL092006,             HELEE,20060926,1800, EX,47.2,20.1,45,986
AL092006,             HELEE,20060927,0, EX,49,17,45,988
AL092006,             HELEE,20060927,600, EX,51.3,13.3,45,988
AL092006,             HELEE,20060927,1200, EX,53.9,10.1,40,988
AL092006,             HELEE,20060927,1800, EX,56.3,7.6,40,988
AL102006,              ISAAC,20060927,1800, TD,26.1,52.6,30,1012
AL102006,              ISAAC,20060928,0, TD,26.8,53.4,30,1012
AL102006,              ISAAC,20060928,600, TS,27.4,54,35,1008
AL102006,              ISAAC,20060928,1200, TS,28,54.4,40,1006
AL102006,              ISAAC,20060928,1800, TS,28.6,54.6,40,1006
AL102006,              ISAAC,20060929,0, TS,28.9,54.9,40,1006
AL102006,              ISAAC,20060929,600, TS,29,55.4,40,1006
AL102006,              ISAAC,20060929,1200, TS,29.2,55.8,45,1003
AL102006,              ISAAC,20060929,1800, TS,29.5,56.5,50,1000
AL102006,              ISAAC,20060930,0, TS,29.8,57.1,60,997
AL102006,              ISAAC,20060930,600, TS,30.1,57.7,60,995
AL102006,              ISAAC,20060930,1200, HU,30.6,58.5,65,992
AL102006,              ISAAC,20060930,1800, HU,31.3,59.2,70,989
AL102006,              ISAAC,20061001,0, HU,32,59.8,75,987
AL102006,              ISAAC,20061001,600, HU,32.8,60.2,75,985
AL102006,              ISAAC,20061001,1200, HU,33.8,60.3,70,986
AL102006,              ISAAC,20061001,1800, HU,35.2,60.3,70,987
AL102006,              ISAAC,20061002,0, HU,37.2,59.6,65,988
AL102006,              ISAAC,20061002,600, HU,39.8,58,65,989
AL102006,              ISAAC,20061002,1200, TS,42.5,56.2,60,990
AL102006,              ISAAC,20061002,1800, TS,45.5,53.7,55,995
AL102006,              ISAAC,20061003,0, EX,47.6,51,55,996
AL102006,              ISAAC,20061003,600, EX,48.6,49,45,998
AL102006,              ISAAC,20061003,1200, EX,49.5,47,35,1000
AL312005,               ZETA,20060101,0, TS,25.6,38.3,50,997
AL312005,               ZETA,20060101,600, TS,25.4,38.4,50,997
AL312005,               ZETA,20060101,1200, TS,25.2,38.5,50,997
AL312005,               ZETA,20060101,1800, TS,25,38.6,55,994
AL312005,               ZETA,20060102,0, TS,24.6,38.9,55,994
AL312005,               ZETA,20060102,600, TS,24.3,39.7,50,997
AL312005,               ZETA,20060102,1200, TS,23.8,40.4,45,1000
AL312005,               ZETA,20060102,1800, TS,23.6,40.8,50,997
AL312005,               ZETA,20060103,0, TS,23.4,41,55,994
AL312005,               ZETA,20060103,600, TS,23.3,41.3,55,994
AL312005,               ZETA,20060103,1200, TS,23.2,41.6,55,994
AL312005,               ZETA,20060103,1800, TS,23,42.1,55,994
AL312005,               ZETA,20060104,0, TS,22.6,42.4,55,994
AL312005,               ZETA,20060104,600, TS,22.1,42.9,50,997
AL312005,               ZETA,20060104,1200, TS,21.9,43.6,45,1000
AL312005,               ZETA,20060104,1800, TS,21.7,44.6,40,1002
AL312005,               ZETA,20060105,0, TS,21.7,45.6,35,1005
AL312005,               ZETA,20060105,600, TS,21.9,46.6,35,1005
AL312005,               ZETA,20060105,1200, TS,22.2,47.3,35,1006
AL312005,               ZETA,20060105,1800, TS,22.7,47.9,35,1007
AL312005,               ZETA,20060106,0, TS,23,48.4,35,1007
AL312005,               ZETA,20060106,600, TD,23.1,49,30,1007
AL312005,               ZETA,20060106,1200, TD,23.1,49.6,30,1008
AL312005,               ZETA,20060106,1800, LO,23.3,50.2,25,1009
AL312005,               ZETA,20060107,0, LO,23.7,51.4,25,1009
AL312005,               ZETA,20060107,600, LO,24.2,52.7,25,1012
AL312005,               ZETA,20060107,1200, LO,24.8,54.2,25,1014
AL312005,               ZETA,20060107,1800, LO,26.3,55.7,25,1016
AL012007,             ADREA,20070506,1200, EX,35.5,74,35,1012
AL012007,             ADREA,20070506,1800, EX,35,73,40,1009
AL012007,             ADREA,20070507,0, EX,34.3,71.7,50,1005
AL012007,             ADREA,20070507,600, EX,33.3,72.3,65,998
AL012007,             ADREA,20070507,1200, EX,32.3,73.1,65,998
AL012007,             ADREA,20070507,1800, EX,31.5,74,65,998
AL012007,             ADREA,20070508,0, EX,31,74.9,55,1000
AL012007,             ADREA,20070508,600, EX,30.7,76,50,1001
AL012007,             ADREA,20070508,1200, EX,30.4,77.2,50,1001
AL012007,             ADREA,20070508,1800, EX,30.4,77.9,50,1001
AL012007,             ADREA,20070509,0, EX,30.6,78.3,50,1001
AL012007,             ADREA,20070509,600, SS,30.8,78.7,50,1001
AL012007,             ADREA,20070509,1200, SS,30.9,79.2,45,1003
AL012007,             ADREA,20070509,1800, SS,30.9,79.6,40,1003
AL012007,             ADREA,20070510,0, SS,30.7,79.8,40,1003
AL012007,             ADREA,20070510,600, SS,30.5,79.9,35,1003
AL012007,             ADREA,20070510,1200, SD,30.1,79.9,30,1003
AL012007,             ADREA,20070510,1800, SD,29.7,79.8,30,1003
AL012007,             ADREA,20070511,0, SD,29.4,79.8,30,1004
AL012007,             ADREA,20070511,600, LO,29.1,79.8,30,1004
AL012007,             ADREA,20070511,1200, LO,28.8,79.7,25,1005
AL012007,             ADREA,20070511,1800, LO,28.5,79.5,25,1005
AL012007,             ADREA,20070512,0, LO,28.5,79.1,25,1006
AL012007,             ADREA,20070512,600, LO,28.8,78.8,25,1006
AL012007,             ADREA,20070512,1200, LO,29.1,78.5,25,1006
AL012007,             ADREA,20070512,1800, LO,29.4,78,25,1006
AL012007,             ADREA,20070513,0, LO,29.7,77.2,25,1006
AL012007,             ADREA,20070513,600, LO,30.1,76,25,1006
AL012007,             ADREA,20070513,1200, LO,30.8,74.2,25,1007
AL012007,             ADREA,20070513,1800, LO,31.4,71.9,25,1007
AL012007,             ADREA,20070514,0, LO,31.8,69.4,25,1007
AL022007,              BARRY,20070531,0, LO,18.1,87,25,1008
AL022007,              BARRY,20070531,600, LO,18.7,86.9,25,1007
AL022007,              BARRY,20070531,1200, LO,19.1,86.8,25,1006
AL022007,              BARRY,20070531,1800, LO,19.6,86.6,25,1005
AL022007,              BARRY,20070601,0, LO,20.1,86,25,1005
AL022007,              BARRY,20070601,600, LO,21.2,85.8,25,1005
AL022007,              BARRY,20070601,1200, TD,22.3,85.8,30,1004
AL022007,              BARRY,20070601,1800, TS,23.6,85.7,40,1000
AL022007,              BARRY,20070602,0, TS,24.3,85.2,50,997
AL022007,              BARRY,20070602,600, TS,25.1,84.6,45,998
AL022007,              BARRY,20070602,1200, TS,27,83.2,40,1000
AL022007,              BARRY,20070602,1400, TD,27.5,82.7,30,1000
AL022007,              BARRY,20070602,1800, TD,29.7,82.1,30,1001
AL022007,              BARRY,20070603,0, EX,31.4,81.4,35,997
AL022007,              BARRY,20070603,600, EX,32.1,81,40,994
AL022007,              BARRY,20070603,1200, EX,32.8,80,40,994
AL022007,              BARRY,20070603,1800, EX,33.7,78.4,40,994
AL022007,              BARRY,20070604,0, EX,35.3,76,40,992
AL022007,              BARRY,20070604,600, EX,37.2,74.6,40,990
AL022007,              BARRY,20070604,1200, EX,39,73.2,40,990
AL022007,              BARRY,20070604,1800, EX,40.7,72.1,35,991
AL022007,              BARRY,20070605,0, EX,42.4,70.8,35,992
AL022007,              BARRY,20070605,600, EX,44.6,69.5,30,992
AL022007,              BARRY,20070605,1200, EX,47.5,68.5,30,992
AL032007,            CHATAL,20070731,0, TD,35.5,66.5,30,1007
AL032007,            CHATAL,20070731,600, TS,37.1,65.5,35,1004
AL032007,            CHATAL,20070731,1200, TS,39.1,64.2,45,999
AL032007,            CHATAL,20070731,1800, TS,40.7,62.3,45,999
AL032007,            CHATAL,20070801,0, TS,42.5,60,45,994
AL032007,            CHATAL,20070801,600, EX,44,57.5,45,992
AL032007,            CHATAL,20070801,1200, EX,46,54.5,55,990
AL032007,            CHATAL,20070801,1800, EX,49,49.5,60,988
AL032007,            CHATAL,20070802,0, EX,53,43,60,985
AL032007,            CHATAL,20070802,600, EX,55.5,38.5,50,975
AL032007,            CHATAL,20070802,1200, EX,57.5,35.4,50,970
AL032007,            CHATAL,20070802,1800, EX,58.6,33.9,55,967
AL032007,            CHATAL,20070803,0, EX,58.9,32.1,60,964
AL032007,            CHATAL,20070803,600, EX,58.9,30.4,60,964
AL032007,            CHATAL,20070803,1200, EX,58.9,28,60,964
AL032007,            CHATAL,20070803,1800, EX,58.9,25.2,55,967
AL032007,            CHATAL,20070804,0, EX,59.1,22.6,55,967
AL032007,            CHATAL,20070804,600, EX,59.5,19.1,50,970
AL032007,            CHATAL,20070804,1200, EX,60.7,16.3,50,975
AL032007,            CHATAL,20070804,1800, EX,61.7,14,45,978
AL032007,            CHATAL,20070805,0, EX,62.7,12,45,980
AL032007,            CHATAL,20070805,600, EX,64,9.5,45,982
AL032007,            CHATAL,20070805,1200, EX,66,7,35,985
AL042007,               DEA,20070813,600, TD,12.2,28.9,30,1006
AL042007,               DEA,20070813,1200, TD,12.1,30.7,30,1005
AL042007,               DEA,20070813,1800, TD,12,32.4,30,1005
AL042007,               DEA,20070814,0, TD,11.9,34.5,30,1005
AL042007,               DEA,20070814,600, TD,11.8,36.5,30,1005
AL042007,               DEA,20070814,1200, TS,11.8,38.3,35,1004
AL042007,               DEA,20070814,1800, TS,11.8,40.1,40,1002
AL042007,               DEA,20070815,0, TS,11.9,41.7,50,997
AL042007,               DEA,20070815,600, TS,12,43.4,50,997
AL042007,               DEA,20070815,1200, TS,12.3,45.1,50,997
AL042007,               DEA,20070815,1800, TS,12.8,47,55,994
AL042007,               DEA,20070816,0, TS,13,49.2,60,991
AL042007,               DEA,20070816,600, HU,13.2,51.3,70,984
AL042007,               DEA,20070816,1200, HU,13.5,53.3,80,972
AL042007,               DEA,20070816,1800, HU,13.8,55.5,80,972
AL042007,               DEA,20070817,0, HU,14,57.7,80,976
AL042007,               DEA,20070817,600, HU,14.2,59.8,80,975
AL042007,               DEA,20070817,1200, HU,14.4,61.7,90,967
AL042007,               DEA,20070817,1800, HU,14.8,63.5,110,961
AL042007,               DEA,20070818,0, HU,14.9,65.1,125,944
AL042007,               DEA,20070818,600, HU,15,66.6,145,929
AL042007,               DEA,20070818,1200, HU,15.4,68,145,923
AL042007,               DEA,20070818,1800, HU,15.9,69.5,130,930
AL042007,               DEA,20070819,0, HU,16.1,71,120,920
AL042007,               DEA,20070819,600, HU,16.4,72.6,120,921
AL042007,               DEA,20070819,1200, HU,16.8,74.3,125,923
AL042007,               DEA,20070819,1800, HU,17.1,76,125,930
AL042007,               DEA,20070820,0, HU,17.5,77.8,125,926
AL042007,               DEA,20070820,600, HU,17.6,79.8,130,926
AL042007,               DEA,20070820,1200, HU,17.8,81.5,130,926
AL042007,               DEA,20070820,1800, HU,18,83.3,135,924
AL042007,               DEA,20070821,0, HU,18.2,85.1,145,914
AL042007,               DEA,20070821,600, HU,18.6,86.9,150,907
AL042007,               DEA,20070821,830, HU,18.7,87.7,150,905
AL042007,               DEA,20070821,1200, HU,18.9,88.7,110,935
AL042007,               DEA,20070821,1800, HU,19.2,90.5,75,960
AL042007,               DEA,20070822,0, HU,19.7,92.2,65,979
AL042007,               DEA,20070822,600, HU,20.1,94,70,979
AL042007,               DEA,20070822,1200, HU,20.5,95.5,80,976
AL042007,               DEA,20070822,1630, HU,20.5,97,85,974
AL042007,               DEA,20070822,1800, HU,20.5,97.3,75,974
AL042007,               DEA,20070823,0, TD,20.5,99,30,998
AL052007,               ERI,20070815,0, TD,23.7,90.7,25,1006
AL052007,               ERI,20070815,600, TD,24.5,91.8,25,1006
AL052007,               ERI,20070815,1200, TD,25.2,92.9,30,1005
AL052007,               ERI,20070815,1800, TS,25.8,94,35,1004
AL052007,               ERI,20070816,0, TS,26.3,95.2,35,1003
AL052007,               ERI,20070816,600, TS,27.2,96.2,35,1005
AL052007,               ERI,20070816,1030, TD,28,96.9,30,1006
AL052007,               ERI,20070816,1200, TD,28.1,97.1,30,1006
AL052007,               ERI,20070816,1800, TD,28.8,97.8,25,1006
AL052007,               ERI,20070817,0, TD,29.4,98.6,25,1006
AL052007,               ERI,20070817,600, TD,30,99.5,25,1007
AL052007,               ERI,20070817,1200, LO,30.5,100.6,20,1008
AL052007,               ERI,20070817,1800, LO,31.1,101.4,20,1008
AL052007,               ERI,20070818,0, LO,31.8,101.8,20,1008
AL052007,               ERI,20070818,600, LO,32.5,101.8,20,1008
AL052007,               ERI,20070818,1200, LO,33.2,101.5,20,1008
AL052007,               ERI,20070818,1800, LO,34,101,20,1007
AL052007,               ERI,20070819,0, LO,34.8,100.1,25,1004
AL052007,               ERI,20070819,600, LO,35.6,98.8,50,995
AL052007,               ERI,20070819,1200, LO,35.6,97.7,35,1002
AL052007,               ERI,20070819,1800, LO,35.9,96.5,20,1007
AL062007,              FELIX,20070831,1200, TD,11.5,56.6,25,1009
AL062007,              FELIX,20070831,1800, TD,11.5,58,30,1008
AL062007,              FELIX,20070901,0, TS,12.1,59.4,35,1007
AL062007,              FELIX,20070901,600, TS,12.1,61.1,40,1005
AL062007,              FELIX,20070901,845, TS,12.1,61.7,45,1001
AL062007,              FELIX,20070901,1200, TS,12.2,62.8,50,1001
AL062007,              FELIX,20070901,1800, TS,12.4,64.5,60,999
AL062007,              FELIX,20070902,0, HU,12.6,66.1,65,992
AL062007,              FELIX,20070902,600, HU,12.7,67.8,85,985
AL062007,              FELIX,20070902,1200, HU,13,69.4,90,980
AL062007,              FELIX,20070902,1800, HU,13.4,71.1,115,962
AL062007,              FELIX,20070903,0, HU,13.8,73,150,935
AL062007,              FELIX,20070903,600, HU,14,75,150,930
AL062007,              FELIX,20070903,700, HU,14,75.3,150,929
AL062007,              FELIX,20070903,1200, HU,14.2,76.9,140,937
AL062007,              FELIX,20070903,1800, HU,14.3,78.7,115,951
AL062007,              FELIX,20070904,0, HU,14.4,80.4,115,950
AL062007,              FELIX,20070904,600, HU,14.3,81.9,135,939
AL062007,              FELIX,20070904,1200, HU,14.3,83.2,140,934
AL062007,              FELIX,20070904,1800, HU,14.3,84.4,85,962
AL062007,              FELIX,20070905,0, TS,14.6,85.4,50,982
AL062007,              FELIX,20070905,600, TD,15,86.4,25,1004
AL062007,              FELIX,20070905,1200, LO,15.5,87.3,20,1006
AL062007,              FELIX,20070905,1800, LO,16.1,88.3,20,1007
AL062007,              FELIX,20070906,0, LO,16.5,89.5,20,1007
AL062007,              FELIX,20070906,600, LO,16.7,90.8,20,1007
AL062007,              FELIX,20070906,1200, LO,17.2,92.4,20,1007
AL062007,              FELIX,20070906,1800, LO,17.7,93.8,15,1010
AL072007,          GABRIELLE,20070908,0, SS,30.1,71.8,40,1011
AL072007,          GABRIELLE,20070908,600, SS,30.5,72.8,40,1010
AL072007,          GABRIELLE,20070908,1200, SS,31.1,73.8,35,1010
AL072007,          GABRIELLE,20070908,1800, TS,31.8,74.6,35,1009
AL072007,          GABRIELLE,20070909,0, TS,32.6,75.4,40,1007
AL072007,          GABRIELLE,20070909,600, TS,33.5,76,45,1004
AL072007,          GABRIELLE,20070909,1200, TS,34.3,76.4,50,1004
AL072007,          GABRIELLE,20070909,1530, TS,34.8,76.4,50,1005
AL072007,          GABRIELLE,20070909,1800, TS,35.2,76.3,45,1006
AL072007,          GABRIELLE,20070910,0, TS,36,75.8,40,1007
AL072007,          GABRIELLE,20070910,600, TD,36.7,75,30,1008
AL072007,          GABRIELLE,20070910,1200, TD,37.1,73.8,30,1009
AL072007,          GABRIELLE,20070910,1800, TD,37.5,72,30,1010
AL072007,          GABRIELLE,20070911,0, TD,37.9,70,30,1010
AL072007,          GABRIELLE,20070911,600, TD,38.4,68,30,1010
AL082007,             IGRID,20070912,600, TD,13,43.6,25,1009
AL082007,             IGRID,20070912,1200, TD,13,44.3,30,1008
AL082007,             IGRID,20070912,1800, TD,13.1,45.1,30,1007
AL082007,             IGRID,20070913,0, TD,13.4,45.9,30,1006
AL082007,             IGRID,20070913,600, TS,13.7,46.7,35,1005
AL082007,             IGRID,20070913,1200, TS,14.1,47.5,35,1005
AL082007,             IGRID,20070913,1800, TS,14.4,48.1,35,1004
AL082007,             IGRID,20070914,0, TS,14.7,48.6,35,1002
AL082007,             IGRID,20070914,600, TS,15,49.3,35,1003
AL082007,             IGRID,20070914,1200, TS,15.3,49.9,40,1004
AL082007,             IGRID,20070914,1800, TS,15.6,50.5,40,1004
AL082007,             IGRID,20070915,0, TS,15.9,51.2,35,1005
AL082007,             IGRID,20070915,600, TS,16.2,52.2,35,1005
AL082007,             IGRID,20070915,1200, TS,16.3,53.3,35,1005
AL082007,             IGRID,20070915,1800, TD,16.5,54.4,30,1006
AL082007,             IGRID,20070916,0, TD,16.7,55.4,30,1006
AL082007,             IGRID,20070916,600, TD,16.9,56.3,30,1006
AL082007,             IGRID,20070916,1200, TD,17.1,57.2,30,1006
AL082007,             IGRID,20070916,1800, TD,17.2,58.1,30,1007
AL082007,             IGRID,20070917,0, TD,17.3,59,25,1009
AL082007,             IGRID,20070917,600, LO,17.5,59.9,25,1010
AL082007,             IGRID,20070917,1200, LO,18,60.6,25,1010
AL082007,             IGRID,20070917,1800, LO,18.4,61,25,1010
AL082007,             IGRID,20070918,0, LO,18.8,61.4,20,1011
AL082007,             IGRID,20070918,600, LO,19,61.7,20,1011
AL082007,             IGRID,20070918,1200, LO,19.1,62,20,1011
AL092007,           HUMBERTO,20070912,600, LO,27.3,95,25,1009
AL092007,           HUMBERTO,20070912,1200, TS,27.8,95.1,35,1006
AL092007,           HUMBERTO,20070912,1800, TS,28.3,95,45,1001
